id,name,year,pick,team,seasons,games,minutes,VORP,WS,WA,RWAR,VORP_top,WS_top,WA_top,RWAR_top,image
rileyro02,Ron Riley,1996,47,SEA,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
feickja01,Jamie Feick,1996,48,PHI,5,201,4316,-0.70,8.30,6.01,1.69,-0.70,8.30,6.01,1.69,false
mccasam01,Amal McCaskill,1996,49,ORL,4,114,968,-0.70,0.40,0.47,-1.38,-0.10,0.60,0.47,-0.06,false
bellte01,Terrell Bell,1996,50,HOU,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
robinch01,Chris Robinson,1996,51,VAN,2,76,1095,-0.50,-0.10,0.94,-0.30,-0.50,-0.10,0.94,-0.30,false
popema01,Mark Pope,1996,52,IND,6,153,1634,-0.90,1.20,1.41,-1.02,-0.20,1.40,1.38,-0.05,false
nordgje01,Jeff Nordgaard,1996,53,MIL,1,13,48,0.00,0.00,0.08,-0.04,0.00,0.00,0.08,-0.04,false
andersh01,Shandon Anderson,1996,54,UTA,10,719,15946,3.00,23.60,7.10,13.54,4.10,17.80,10.84,13.71,false
hendero02,Ronnie Henderson,1996,55,WSB,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
gearyre01,Reggie Geary,1996,56,CLE,2,101,931,-0.20,0.60,0.63,0.25,-0.20,0.60,0.63,0.25,false
barrydr01,Drew Barry,1996,57,SEA,3,60,598,-0.20,0.60,0.72,-0.04,-0.20,0.60,0.72,-0.04,false
robinda03,Darnell Robinson,1996,58,DAL,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
duncati01,Tim Duncan,1997,1,SAS,19,1392,47368,91.20,206.30,284.78,188.76,34.10,73.60,111.07,72.44,true
vanhoke01,Keith Van Horn,1997,2,PHI,9,575,18150,9.70,41.70,24.12,18.24,7.60,29.40,21.87,13.93,true
billuch01,Chauncey Billups,1997,3,BOS,17,1043,33008,43.70,120.70,107.60,84.24,25.00,63.80,65.24,54.61,true
daniean01,Antonio Daniels,1997,4,VAN,13,872,19671,10.20,47.10,21.42,25.27,8.30,30.40,17.80,18.27,true
battito01,Tony Battie,1997,5,DEN,14,837,17649,0.80,36.60,25.12,7.71,2.40,22.90,19.34,9.78,false
mercero01,Ron Mercer,1997,6,BOS,8,432,13418,-2.30,9.40,-2.03,-0.39,0.00,10.20,3.42,1.50,false
thomati01,Tim Thomas,1997,7,NJN,13,824,21336,6.30,35.20,27.16,22.43,5.60,20.70,21.85,15.71,true
foylead01,Adonal Foyle,1997,8,GSW,12,733,13060,0.90,18.70,22.28,3.28,2.00,13.40,17.93,6.10,true
mcgratr01,Tracy McGrady,1997,9,TOR,15,938,30658,55.70,97.30,104.65,108.49,35.30,60.40,69.23,69.75,true
fortsda01,Danny Fortson,1997,10,MIL,10,440,8832,-2.60,22.40,12.96,4.93,0.30,19.00,11.13,7.25,true
abdulta01,Tariq Abdul-Wahad,1997,11,SAC,6,236,4807,-1.30,3.40,3.02,-0.11,-0.60,3.80,3.26,0.93,false
croshau01,Austin Croshere,1997,12,IND,12,659,11480,5.50,27.60,19.04,8.78,4.60,20.20,17.92,8.95,false
anderde01,Derek Anderson,1997,13,CLE,11,615,17975,13.40,43.70,39.71,40.89,10.50,32.20,33.76,31.86,true
tayloma01,Maurice Taylor,1997,14,LAC,9,534,13324,-5.30,9.90,-5.81,-12.90,-0.70,10.30,0.15,-2.61,false
catoke01,Kelvin Cato,1997,15,DAL,10,541,10617,4.60,28.60,25.52,15.31,4.10,22.20,20.66,12.29,false
knighbr01,Brevin Knight,1997,16,CLE,12,729,18176,10.40,32.60,37.94,36.03,9.30,23.10,27.22,28.46,true
taylojo01,Johnny Taylor,1997,17,ORL,3,54,866,-0.50,0.10,0.89,-0.33,-0.50,0.10,0.89,-0.33,false
anstech01,Chris Anstey,1997,18,POR,3,155,2157,-0.50,2.80,2.12,-0.10,-0.50,2.80,2.12,-0.10,false
pollasc01,Scot Pollard,1997,19,DET,11,506,8372,2.90,26.50,17.79,15.47,3.20,21.30,16.37,14.08,false
grantpa01,Paul Grant,1997,20,MIN,2,16,111,-0.20,-0.10,0.15,-0.25,-0.10,0.00,0.15,-0.08,false
parkean01,Anthony Parker,1997,21,NJN,9,494,13752,6.00,24.50,29.52,27.84,5.90,22.50,28.24,26.29,true
grayed01,Ed Gray,1997,22,ATL,2,60,809,-0.40,0.10,-0.95,-0.78,-0.40,0.10,-0.95,-0.78,false
jacksbo01,Bobby Jackson,1997,23,SEA,12,755,16790,10.10,31.50,26.06,26.75,7.10,20.60,14.87,17.65,false
rhodero01,Rodrick Rhodes,1997,24,HOU,3,72,1234,-1.30,-1.70,-0.31,-2.15,-1.30,-1.70,-0.31,-2.15,false
thomajo02,John Thomas,1997,25,NYK,5,208,2253,-1.30,3.20,2.18,-0.66,0.00,3.20,2.38,0.59,false
smithch04,Charles Smith,1997,26,MIA,5,142,1973,0.40,1.50,0.55,0.78,0.80,2.30,0.59,1.19,false
vaughja01,Jacque Vaughn,1997,27,UTA,12,776,12658,-4.50,15.30,-5.49,-2.96,0.00,12.00,3.34,3.40,false
boothke01,Keith Booth,1997,28,CHI,2,45,449,-0.40,-0.80,-0.25,-0.75,-0.40,-0.80,-0.25,-0.75,false
zwikkse01,Serge Zwikker,1997,29,HOU,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
sanfoma01,Mark Sanford,1997,30,MIA,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
obannch01,Charles O'Bannon,1997,31,DET,2,48,399,0.00,0.50,0.60,0.04,0.00,0.50,0.60,0.04,false
cottoja02,James Cotton,1997,32,DEN,2,19,92,-0.10,0.00,0.12,-0.15,-0.10,0.00,0.12,-0.15,false
milicma01,Marko Milič,1997,33,PHI,2,44,216,0.00,0.20,0.33,-0.01,0.00,0.20,0.33,-0.01,false
wellsbu01,Bubba Wells,1997,34,DAL,1,39,395,-0.20,0.10,-0.05,-0.38,-0.20,0.10,-0.05,-0.38,false
stewake01,Kebu Stewart,1997,35,PHI,1,15,110,0.00,0.20,0.23,0.04,0.00,0.20,0.23,0.04,false
collija01,James Collins,1997,36,PHI,1,23,103,0.00,0.00,0.18,0.05,0.00,0.00,0.18,0.05,false
jacksma02,Marc Jackson,1997,37,GSW,7,387,7572,-1.30,13.00,1.95,-4.16,-0.30,11.70,3.30,-1.74,true
honeyje01,Jerald Honeycutt,1997,38,MIL,2,54,632,-0.20,0.20,0.68,-0.33,-0.20,0.20,0.68,-0.33,false
johnsan02,Anthony Johnson,1997,39,SAC,13,793,15552,1.90,23.20,8.65,10.83,3.70,16.90,11.33,11.08,false
elismed01,Eddie Elisma,1997,40,SEA,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
lawsoja01,Jason Lawson,1997,41,DEN,1,17,80,0.10,0.50,0.15,0.38,0.10,0.50,0.15,0.38,false
jacksst02,Stephen Jackson,1997,42,PHO,14,858,27398,11.20,36.00,43.39,30.20,7.80,23.20,29.03,20.98,false
malongo01,Gordon Malone,1997,43,MIN,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
hendece02,Cedric Henderson,1997,44,CLE,5,260,6182,-1.30,3.40,2.72,-1.09,-1.30,3.40,2.72,-1.09,false
shammgo01,God Shammgod,1997,45,WAS,1,20,146,-0.20,-0.10,0.19,-0.33,-0.20,-0.10,0.19,-0.33,false
washier01,Eric Washington,1997,46,ORL,2,104,2300,-0.90,0.00,-0.61,-0.87,-0.90,0.00,-0.61,-0.87,false
willial02,Alvin Williams,1997,47,POR,9,460,12610,4.90,21.50,16.98,17.06,5.20,19.50,16.46,16.93,false
drobnpr01,Predrag Drobnjak,1997,48,WAS,4,278,5542,-1.30,5.70,3.44,-5.41,-1.30,5.70,3.44,-5.41,false
digbeal01,Alain Digbeau,1997,49,ATL,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
crawfch01,Chris Crawford,1997,50,ATL,7,252,3985,-0.80,6.40,1.56,-0.49,0.00,6.10,1.70,0.78,false
wheatde01,DeJuan Wheat,1997,51,LAL,2,80,740,0.00,0.50,0.89,0.06,0.00,0.50,0.89,0.06,false
brutocj01,C.J. Bruton,1997,52,VAN,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
rogerpa01,Paul Rogers,1997,53,LAL,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
blounma01,Mark Blount,1997,54,SEA,9,605,13981,-2.50,18.70,4.03,-6.57,0.20,15.70,7.91,1.59,true
peppebe01,Ben Pepper,1997,55,BOS,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
erdmana01,Nate Erdmann,1997,56,UTA,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
duenaro01,Roberto Duenas,1997,57,CHI,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
olowomi01,Michael Olowokandi,1998,1,LAC,9,500,13129,-8.60,2.50,5.07,-16.21,-2.20,4.20,6.10,-2.89,false
bibbymi01,Mike Bibby,1998,2,VAN,14,1001,33962,23.90,73.20,62.79,61.11,14.70,39.40,34.93,36.85,true
lafrera01,Raef LaFrentz,1998,3,DEN,10,563,14545,9.80,39.50,33.44,23.02,8.70,32.40,29.03,19.29,true
jamisan01,Antawn Jamison,1998,4,TOR,16,1083,37638,24.40,87.90,68.18,53.79,12.90,43.00,41.69,31.34,false
cartevi01,Vince Carter,1998,5,GSW,22,1541,46367,57.90,125.40,157.17,125.46,28.60,53.90,74.24,56.33,true
traylro01,Robert Traylor,1998,6,DAL,7,438,6243,0.70,13.30,8.71,5.51,1.20,11.10,8.32,5.76,false
willija02,Jason Williams,1998,7,SAC,12,788,23188,12.90,38.60,28.92,37.69,8.70,23.70,18.90,20.77,true
hughela01,Larry Hughes,1998,8,PHI,13,727,22368,10.70,32.10,34.67,26.20,8.50,21.50,25.37,21.09,false
nowitdi01,Dirk Nowitzki,1998,9,MIL,21,1522,51368,85.00,206.40,241.25,164.58,35.70,80.30,98.10,68.99,true
piercpa01,Paul Pierce,1998,10,BOS,19,1343,45880,65.60,150.20,183.81,141.03,27.30,59.60,85.87,58.29,true
wellsbo01,Bonzi Wells,1998,11,DET,10,591,15133,8.30,29.40,22.75,21.89,7.50,22.40,19.90,20.60,true
doleami01,Michael Doleac,1998,12,ORL,10,587,8789,-3.60,12.70,5.07,-4.78,-0.60,10.30,6.27,0.54,false
clarkke01,Keon Clark,1998,13,ORL,6,353,7971,2.60,18.10,13.30,6.34,2.70,18.10,13.25,6.77,true
dickemi01,Michael Dickerson,1998,14,HOU,5,212,7490,1.30,9.50,8.81,7.97,1.30,9.50,8.81,7.97,true
harprma01,Matt Harpring,1998,15,ORL,11,665,17584,6.30,42.00,25.58,23.03,5.70,29.80,22.45,18.75,false
drewbr01,Bryce Drew,1998,16,HOU,6,243,3970,-1.20,2.30,4.19,0.56,-0.20,2.70,4.22,1.17,false
nestera01,Rasho Nesterović,1998,17,MIN,12,811,17983,5.00,39.90,32.84,20.10,5.00,24.80,22.61,16.39,false
turkcmi01,Mirsad Türkcan,1998,18,HOU,1,17,90,-0.10,0.00,0.10,0.00,-0.10,0.00,0.10,0.00,false
garripa01,Pat Garrity,1998,19,MIL,10,552,11062,0.60,18.70,7.95,5.49,1.80,16.50,8.78,7.06,true
mcleoro01,Roshown McLeod,1998,20,ATL,3,113,2130,-1.20,0.30,-0.12,-2.00,-1.20,0.30,-0.12,-2.00,false
davisri01,Ricky Davis,1998,21,CHH,12,736,21927,6.20,28.20,5.12,12.68,6.50,22.30,9.73,13.62,false
skinnbr01,Brian Skinner,1998,22,LAC,14,608,10910,-1.40,15.70,8.66,-2.50,0.80,11.80,7.10,1.26,false
luety01,Tyronn Lue,1998,23,DEN,11,554,12564,0.70,19.60,3.06,2.80,1.30,14.70,5.62,4.38,true
lopezfe01,Felipe López,1998,24,SAS,4,249,4145,-0.50,3.10,2.95,0.13,-0.50,3.10,2.95,0.13,false
harrial01,Al Harrington,1998,25,IND,16,981,28009,3.50,42.60,27.90,16.22,4.60,23.40,20.23,13.24,false
jacobsa01,Sam Jacobson,1998,26,LAL,3,68,752,-0.30,1.10,0.43,0.03,-0.30,1.10,0.43,0.03,false
stepavl01,Vladimir Stepania,1998,27,SEA,6,270,3726,-1.30,5.20,4.65,0.02,-0.80,5.50,4.70,0.65,false
benjaco01,Corey Benjamin,1998,28,CHI,4,153,2191,-1.60,-0.90,-0.04,-2.00,-1.60,-0.90,-0.04,-2.00,false
mohamna01,Nazr Mohammed,1998,29,UTA,18,1005,15891,-2.30,34.30,13.07,0.33,1.10,19.80,8.76,3.87,true
sesayan01,Ansu Sesay,1998,30,DAL,4,127,1301,-0.40,1.40,0.91,0.14,-0.40,1.40,0.91,0.14,false
patteru01,Ruben Patterson,1998,31,LAL,10,649,15955,11.00,35.20,22.77,29.66,8.90,26.60,16.97,23.52,true
lewisra02,Rashard Lewis,1998,32,SEA,16,1049,33541,33.00,90.90,92.54,85.47,19.00,44.60,57.11,48.24,false
mccoyje01,Jelani McCoy,1998,33,SEA,8,260,3824,-0.70,5.10,0.60,-3.35,0.40,5.10,1.48,0.66,false
willish01,Shammond Williams,1998,34,CHI,7,325,5351,1.70,8.90,4.48,3.18,1.80,8.70,4.33,3.35,true
sundobr01,Bruno Šundov,1998,35,DAL,7,102,524,-0.90,-0.70,0.63,-1.14,-0.40,0.00,0.57,-0.44,false
jamesje01,Jerome James,1998,36,SAC,9,358,4771,-3.60,2.90,6.33,-4.17,0.00,3.70,6.72,0.06,false
shawca01,Casey Shaw,1998,37,PHI,1,9,14,-0.10,-0.10,0.02,-0.16,-0.10,-0.10,0.02,-0.16,false
johnsde02,DeMarco Johnson,1998,38,NYK,1,5,37,-0.10,-0.10,0.06,-0.13,-0.10,-0.10,0.06,-0.13,false
alstora01,Rafer Alston,1998,39,MIL,11,671,19392,9.70,32.80,45.43,36.90,9.30,28.30,39.02,34.67,true
youngko01,Korleone Young,1998,40,DET,1,3,15,0.00,0.10,0.02,0.09,0.00,0.10,0.02,0.09,false
moblecu01,Cuttino Mobley,1998,41,HOU,11,747,27618,12.90,52.20,44.61,44.98,9.80,33.70,32.48,32.02,true
simonmi01,Miles Simon,1998,42,ORL,1,5,19,-0.10,-0.10,0.03,-0.11,-0.10,-0.10,0.03,-0.11,false
whiteja01,Jahidi White,1998,43,WAS,7,334,5913,-1.70,10.50,9.74,-0.25,-0.60,10.40,9.26,1.61,false
marksse01,Sean Marks,1998,44,NYK,11,230,2275,-1.60,2.70,0.26,-3.15,0.10,2.60,0.69,0.12,false
baileto01,Toby Bailey,1998,45,LAL,2,73,698,-0.20,1.00,0.23,-0.13,-0.20,1.00,0.23,-0.13,false
pattean01,Andrae Patterson,1998,46,MIN,2,40,304,0.00,0.80,0.48,0.50,0.00,0.80,0.48,0.50,false
wheelty01,Tyson Wheeler,1998,47,TOR,1,1,3,0.00,0.10,0.00,0.05,0.00,0.10,0.00,0.05,false
stackry01,Ryan Stack,1998,48,CLE,2,43,397,-0.50,0.30,0.25,-0.55,-0.50,0.30,0.25,-0.55,false
carrco01,Cory Carr,1998,49,ATL,1,42,624,-1.00,-1.20,-0.89,-1.48,-1.00,-1.20,-0.89,-1.48,false
bettsan01,Andrew Betts,1998,50,CHH,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
breweco02,Corey Brewer,1998,51,MIA,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
dialde01,Derrick Dial,1998,52,SAS,4,82,687,-0.10,0.70,0.79,0.44,-0.10,0.70,0.79,0.44,false
buckngr01,Greg Buckner,1998,53,DAL,10,570,10895,2.90,20.70,11.95,14.40,3.70,16.20,10.61,13.26,false
fowlktr01,Tremaine Fowlkes,1998,54,DEN,4,103,1233,0.10,2.10,1.67,1.24,0.10,2.10,1.67,1.24,false
bowenry01,Ryan Bowen,1998,55,DEN,10,507,6502,2.20,12.60,11.45,12.68,2.30,9.80,10.30,11.67,false
hendejr01,J.R. Henderson,1998,56,VAN,1,30,331,-0.20,-0.20,0.23,-0.51,-0.20,-0.20,0.23,-0.51,false
braggto01,Torraye Braggs,1998,57,UTA,2,22,178,-0.10,0.20,0.28,-0.01,-0.10,0.20,0.28,-0.01,false
bastoma01,Maceo Baston,1998,58,CHI,4,105,831,0.10,2.30,0.98,0.39,0.20,2.30,0.98,0.39,false
brandel01,Elton Brand,1999,1,CHI,17,1058,34910,37.20,109.70,87.43,80.76,24.60,60.20,55.00,51.15,true
francst01,Steve Francis,1999,2,VAN,9,576,21632,22.60,54.10,55.23,62.44,18.40,43.00,46.79,50.66,true
davisba01,Baron Davis,1999,3,CHH,13,835,28592,33.10,63.20,102.36,91.49,20.90,39.70,68.95,59.67,true
odomla01,Lamar Odom,1999,4,LAC,14,961,32131,31.50,77.00,99.36,71.89,18.90,45.10,57.65,42.12,false
bendejo01,Jonathan Bender,1999,5,TOR,8,262,3847,-0.60,3.90,1.31,-1.81,0.50,4.40,1.45,0.52,false
szczewa02,Wally Szczerbiak,1999,6,MIN,10,651,20052,13.60,53.40,37.19,30.88,10.30,37.60,31.51,24.33,true
hamilri01,Richard Hamilton,1999,7,WAS,14,921,29559,13.10,62.70,51.22,40.51,10.80,38.90,38.46,29.87,false
millean02,Andre Miller,1999,8,CLE,17,1304,40268,33.30,100.90,95.18,97.09,17.40,44.20,48.53,48.73,true
mariosh01,Shawn Marion,1999,9,PHO,16,1163,40097,47.60,125.00,123.96,109.03,26.60,63.80,76.84,66.29,false
terryja01,Jason Terry,1999,10,ATL,19,1410,42034,37.40,102.00,87.31,101.11,18.40,46.10,48.54,48.55,true
langdtr01,Trajan Langdon,1999,11,CLE,3,119,1738,0.40,2.90,2.10,1.76,0.40,2.90,2.10,1.76,false
radojal01,Aleksandar Radojević,1999,12,TOR,2,15,152,-0.40,-0.40,0.20,-0.53,-0.10,-0.10,0.20,-0.12,false
maggeco01,Corey Maggette,1999,13,SEA,14,827,23358,13.30,62.20,31.07,27.93,10.50,36.90,23.84,23.50,false
averywi01,William Avery,1999,14,MIN,3,142,1205,-1.10,-0.90,-1.23,-1.58,-1.10,-0.90,-1.23,-1.58,false
weisfr01,Frédéric Weis,1999,15,NYK,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
artesro01,Metta World Peace,1999,16,CHI,17,991,31440,25.30,61.10,105.59,84.28,15.10,32.70,54.28,45.23,true
bowdlca01,Cal Bowdler,1999,17,ATL,3,142,1383,-0.40,1.70,1.59,-0.01,-0.40,1.70,1.59,-0.01,false
poseyja01,James Posey,1999,18,DEN,12,864,23260,13.90,51.70,41.90,42.40,10.10,31.10,30.22,28.32,true
lewisqu01,Quincy Lewis,1999,19,UTA,4,159,1853,-1.50,0.70,-1.54,-0.71,-1.50,0.70,-1.54,-0.71,false
glovedi01,Dion Glover,1999,20,ATL,6,294,6132,0.20,5.90,5.57,3.99,0.30,5.70,5.65,4.37,false
fosteje01,Jeff Foster,1999,21,GSW,13,764,15750,6.30,47.50,45.07,31.89,5.00,30.40,29.47,22.00,false
thomake01,Kenny Thomas,1999,22,HOU,11,632,17306,3.10,31.20,18.40,6.83,4.20,25.40,15.44,7.58,true
georgde01,Devean George,1999,23,LAL,11,630,11682,1.40,18.30,15.67,13.02,2.60,15.00,16.25,13.46,false
kirilan01,Andrei Kirilenko,1999,24,UTA,13,797,23916,41.70,75.40,90.95,85.85,25.00,43.10,56.52,52.21,false
jamesti01,Tim James,1999,25,MIA,3,43,261,-0.30,-0.10,0.21,-0.38,-0.30,-0.10,0.21,-0.38,false
cummivo01,Vonteego Cummings,1999,26,IND,3,199,3789,-0.20,2.10,0.78,-0.44,-0.20,2.10,0.78,-0.44,false
jonesju01,Jumaine Jones,1999,27,ATL,8,471,9780,2.20,15.10,8.61,7.33,2.50,15.20,8.32,7.83,false
padgesc01,Scott Padgett,1999,28,UTA,8,448,5613,2.20,13.10,7.34,7.62,2.60,12.50,7.80,7.77,false
smithle01,Leon Smith,1999,29,SAS,2,15,104,0.00,0.20,0.19,0.03,0.00,0.20,0.19,0.03,false
celesjo01,John Celestand,1999,30,LAL,1,16,185,-0.30,-0.10,0.05,-0.40,-0.30,-0.10,0.05,-0.40,false
hillri01,Rico Hill,1999,31,LAC,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
ruffimi01,Michael Ruffin,1999,32,CHI,9,414,5966,-2.00,6.70,3.66,0.63,-0.10,6.40,4.08,1.86,false
herrech01,Chris Herren,1999,33,DEN,2,70,1005,-0.60,0.50,0.58,-0.19,-0.60,0.50,0.58,-0.19,false
eschmev01,Evan Eschmeyer,1999,34,NJN,4,153,2138,-0.50,3.90,5.21,2.33,-0.50,3.90,5.21,2.33,false
boothca01,Calvin Booth,1999,35,WAS,10,366,4477,0.30,8.10,5.66,-2.47,0.70,6.70,4.66,-0.26,false
zhizhwa01,Wang Zhizhi,1999,36,DAL,5,137,1256,0.00,2.00,1.83,-0.28,0.00,2.00,1.83,-0.28,false
ekeziob01,Obinna Ekezie,1999,37,VAN,4,143,1516,-1.30,1.80,2.02,-0.99,-0.50,1.80,2.02,-0.49,false
profila01,Laron Profit,1999,38,ORL,4,135,1537,0.00,0.70,1.33,0.18,0.20,1.00,1.33,0.65,false
bramlaj01,A.J. Bramlett,1999,39,CLE,1,8,61,-0.20,-0.20,0.09,-0.22,-0.20,-0.20,0.09,-0.22,false
giricgo01,Gordan Giriček,1999,40,DAL,6,384,8824,-1.20,8.00,6.69,4.21,0.50,8.20,7.62,5.04,false
elsonfr01,Francisco Elson,1999,41,DEN,9,472,7207,-1.40,11.80,5.89,-0.32,-0.10,11.20,5.49,1.68,false
bullolo01,Louis Bullock,1999,42,MIN,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
nailole01,Lee Nailon,1999,43,CHH,6,306,5820,0.00,8.10,0.04,0.79,0.70,7.80,1.01,1.17,false
washity01,Tyrone Washington,1999,44,HOU,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
roberry01,Ryan Robertson,1999,45,SAC,1,1,25,0.00,0.00,0.04,-0.05,0.00,0.00,0.04,-0.05,false
kochjr01,J.R. Koch,1999,46,NYK,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
maccuto01,Todd MacCulloch,1999,47,PHI,4,223,3439,2.10,12.00,7.34,4.85,2.10,12.00,7.34,4.85,false
youngga01,Galen Young,1999,48,MIL,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
ketnela01,Lari Ketner,1999,49,CHI,2,25,139,-0.20,-0.10,0.16,-0.19,-0.20,-0.10,0.16,-0.19,false
hamilve01,Venson Hamilton,1999,50,HOU,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
smithan03,Antwain Smith,1999,51,VAN,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
bergero01,Roberto Bergersen,1999,52,POR,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
buforro01,Rodney Buford,1999,53,MIA,5,230,4182,-1.90,2.80,-3.72,-3.62,-0.90,3.00,-1.53,-1.62,false
levetme01,Melvin Levett,1999,54,DET,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
clackkr01,Kris Clack,1999,55,BOS,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
youngti01,Tim Young,1999,56,GSW,1,25,137,-0.10,0.20,0.26,-0.28,-0.10,0.20,0.26,-0.28,false
ginobma01,Manu Ginóbili,1999,57,SAS,16,1057,26859,47.50,106.50,130.22,122.52,25.20,52.30,68.80,61.99,true
lucased01,Eddie Lucas,1999,58,UTA,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
martike01,Kenyon Martin,2000,1,NJN,15,757,23134,12.10,48.40,60.66,28.21,8.70,29.00,41.41,18.26,true
swiftst01,Stromile Swift,2000,2,VAN,9,547,10804,1.00,21.40,13.10,0.40,2.30,17.20,11.42,2.97,false
milesda01,Darius Miles,2000,3,LAC,7,446,11730,3.10,9.50,15.93,9.62,4.40,11.80,15.56,10.86,true
fizerma01,Marcus Fizer,2000,4,CHI,6,289,6032,-2.60,2.70,-1.04,-7.72,-1.00,3.40,1.63,-3.10,false
millemi01,Mike Miller,2000,5,ORL,17,1032,27812,19.70,60.70,35.14,45.01,11.80,29.50,21.89,25.95,true
johnsde03,DerMarr Johnson,2000,6,ATL,7,344,5930,0.60,6.40,7.23,4.99,1.30,6.70,7.35,5.77,false
mihmch01,Chris Mihm,2000,7,CHI,8,436,8758,-4.30,13.50,6.90,-7.34,-0.60,12.70,7.93,-1.00,false
crawfja01,Jamal Crawford,2000,8,CLE,20,1327,38994,18.50,60.80,20.97,40.82,11.00,27.50,20.97,27.24,true
przybjo01,Joel Przybilla,2000,9,HOU,13,592,11733,0.60,23.10,21.79,7.31,2.90,19.80,17.92,9.97,false
doolike01,Keyon Dooling,2000,10,ORL,13,728,14134,-0.20,18.50,8.68,6.90,1.90,13.90,9.39,7.47,false
moisoje01,Jérôme Moïso,2000,11,BOS,5,145,1392,-0.40,2.10,2.30,-0.33,-0.40,2.10,2.30,-0.33,false
thomaet01,Etan Thomas,2000,12,DAL,9,409,7084,-0.10,14.70,5.35,-0.31,0.90,12.90,5.83,1.84,false
alexaco02,Courtney Alexander,2000,13,ORL,3,187,4067,-1.80,4.10,-2.04,-1.95,-1.80,4.10,-2.04,-1.95,false
cleavma01,Mateen Cleaves,2000,14,DET,6,167,1863,-1.70,-0.80,0.65,-2.00,-0.70,-0.40,0.61,-0.99,false
collija02,Jason Collier,2000,15,MIL,5,151,2178,-1.80,1.90,-0.28,-3.88,-1.80,1.90,-0.28,-3.88,false
turkohe01,Hedo Türkoğlu,2000,16,SAC,15,997,26695,19.60,63.30,63.18,51.77,13.10,37.40,45.62,37.19,true
masonde01,Desmond Mason,2000,17,SEA,10,643,19641,-2.10,23.20,18.93,3.97,1.90,21.60,18.70,10.79,false
richaqu01,Quentin Richardson,2000,18,LAC,13,783,20785,8.50,32.70,29.98,32.22,7.80,23.70,24.50,25.60,false
magloja01,Jamaal Magloire,2000,19,CHH,12,680,14621,-3.00,27.70,18.02,-2.58,1.50,24.60,16.00,5.02,false
claxtsp01,Speedy Claxton,2000,20,PHI,7,334,8548,3.60,14.20,16.14,11.34,4.30,14.90,15.78,11.09,false
petermo01,Morris Peterson,2000,21,TOR,11,711,19366,7.70,35.70,27.18,30.80,6.60,24.60,19.89,24.21,false
harvedo01,Donnell Harvey,2000,22,NYK,5,205,3318,-0.50,4.80,1.73,0.96,-0.50,4.80,1.73,0.96,false
stevede01,DeShawn Stevenson,2000,23,UTA,13,824,18396,-3.30,12.30,3.93,-2.94,1.70,12.90,8.93,5.56,false
bagarda01,Dalibor Bagarić,2000,24,CHI,3,95,973,-1.40,-0.90,0.12,-2.10,-1.40,-0.90,0.12,-2.10,false
tsakaja01,Jake Tsakalidis,2000,25,PHO,7,315,5005,-1.30,9.90,5.85,0.10,-0.20,9.00,5.59,1.74,false
ndiayma02,Mamadou N'Diaye,2000,26,DEN,5,69,858,-0.50,1.90,1.36,-0.09,-0.50,1.90,1.36,-0.09,false
brezepr01,Primož Brezec,2000,27,IND,8,342,6192,-1.70,10.90,-1.14,-4.66,0.40,10.70,1.04,-0.25,false
barkler01,Erick Barkley,2000,28,POR,2,27,266,-0.20,0.10,0.27,-0.02,-0.20,0.10,0.27,-0.02,false
